title|url|rss|issn|publisher|subjects
Clinical Medicine Insights: Reproductive Health|http://insights.sagepub.com/clinical-medicine-insights-reproductive-health-journal-j114|https://paperity.org/rss/?q=journal_pid:94390|1179-5581|SAGE Publishing|sex;contraception;pregnancy;childbirth;reproduction
Clinical Medicine. Cardiology|https://www.ncbi.nlm.nih.gov/pubmed/|https://paperity.org/rss/?q=journal_pid:216136|1178-1165|Libertas Academica|-
Clinical Medicine. Case Reports|https://www.ncbi.nlm.nih.gov/pubmed/|https://paperity.org/rss/?q=journal_pid:244889|1178-6450|Libertas Academica|-
Clinical Medicine. Circulatory, Respiratory and Pulmonary Medicine|https://www.ncbi.nlm.nih.gov/pubmed/|https://paperity.org/rss/?q=journal_pid:11498|1178-1157|Libertas Academica|-
Clinical Medicine. Oncology|https://www.ncbi.nlm.nih.gov/pubmed/|https://paperity.org/rss/?q=journal_pid:151896|1177-9314|Libertas Academica|-
Clinical Medicine. Pathology|https://www.ncbi.nlm.nih.gov/pubmed/|https://paperity.org/rss/?q=journal_pid:180649|1178-1181|Libertas Academica|-
Clinical Microbiology Reviews|https://www.ncbi.nlm.nih.gov/pubmed/|https://paperity.org/rss/?q=journal_pid:12535|0893-8512, 1098-6618|American Society for Microbiology (ASM)|Biochemistry
Clinical Molecular Pathology|https://www.ncbi.nlm.nih.gov/pubmed/|https://paperity.org/rss/?q=journal_pid:4764|1355-2910|BMJ Publishing Group|-
Clinical Nephrology|https://www.ncbi.nlm.nih.gov/pubmed/|https://paperity.org/rss/?q=journal_pid:33517|0301-0430|Dustri-Verlag|-
Clinical Nephrology. Case Studies|https://www.ncbi.nlm.nih.gov/pubmed/|https://paperity.org/rss/?q=journal_pid:62270|2196-5293|Dustri-Verlag|-
Clinical Neuropathology|https://www.ncbi.nlm.nih.gov/pubmed/|https://paperity.org/rss/?q=journal_pid:91023|0722-5091|Dustri-Verlag|-
Clinical Neuroradiology|https://link.springer.com/journal/62|https://paperity.org/rss/?q=journal_pid:33649|1869-1447|Springer Berlin Heidelberg|Clinical Neuroradiology, Neuroradiology, Neurosurgery, Neurology
Clinical Nutrition Research|https://www.ncbi.nlm.nih.gov/pubmed/|https://paperity.org/rss/?q=journal_pid:148529|2287-3732, 2287-3740|Korean Society of Clinical Nutrition|-
Clinical Oncology in Adolescents and Young Adults|http://www.dovepress.com/clinical-oncology-in-adolescents-and-young-adults-journal|https://paperity.org/rss/?q=journal_pid:127141|2230-2263|Dove Medical Press|adolescents;cancer;epidemiology
Clinical Ophthalmology|http://www.dovepress.com/clinical-ophthalmology-journal|https://paperity.org/rss/?q=journal_pid:173069|1177-5483, 1177-5467|Dove Medical Press|ophthalmology;eye disease;eye care;visual science;optometry
Clinical Optometry|http://www.dovepress.com/clinical-optometry-journal|https://paperity.org/rss/?q=journal_pid:201822|1179-2752|Dove Medical Press|clincial optometry;optics;eye disease;patient care
Clinical Oral Investigations|https://link.springer.com/journal/784|https://paperity.org/rss/?q=journal_pid:186766|1432-6981, 1436-3771|Springer Berlin Heidelberg|Dentistry
Clinical Orthopaedics and Related Research®|https://link.springer.com/journal/11999|https://paperity.org/rss/?q=journal_pid:140644|-|Springer US|Clinical Orthopaedics and Related Research®, Orthopedics, Surgical Orthopedics, Medicine/Public Health, general, Surgery, Sports Medicine, Conservative Orthopedics
Clinical Pediatric Endocrinology|https://www.ncbi.nlm.nih.gov/pubmed/|https://paperity.org/rss/?q=journal_pid:234788|0918-5739, 1347-7358|IPEC, Inc.|-
Clinical Pharmacokinetics|https://link.springer.com/journal/40262|https://paperity.org/rss/?q=journal_pid:90139|1179-1926|Springer International Publishing|Clinical Pharmacokinetics, Pharmacotherapy, Pharmacology/Toxicology, Internal Medicine
Clinical Pharmacology : Advances and Applications|http://www.dovepress.com/clinical-pharmacology-advances-and-applications-journal|https://paperity.org/rss/?q=journal_pid:230575|1179-1438|Dove Medical Press|pharmacology;drugs;clinical trials;drug safety
Clinical Phytoscience|http://www.clinphytoscience.com/|https://paperity.org/rss/?q=journal_pid:19959|2199-1197|SpringerOpen|Medicine/Public Health general;Gynecology;Pneumology/Respiratory system;Gastroenterology;Pediatrics
Clinical Practice and Cases in Emergency Medicine|http://escholarship.org/uc/uciem_cpcem|https://paperity.org/rss/?q=journal_pid:30150|2474-252X|eScholarship Publishing, University of California|emergency medicine;clinical pathology
Clinical Proteomics|http://www.clinicalproteomicsjournal.com/|https://paperity.org/rss/?q=journal_pid:121295|1559-0275|BioMed Central|Clinical Proteomics, Cell Biology, Pathology, Biotechnology, Proteomics
Clinical Psychology in Europe|https://cpe.psychopen.eu/|https://paperity.org/rss/?q=journal_pid:250132|2625-3410|ARPHA|-
Clinical Psychopharmacology and Neuroscience|https://www.ncbi.nlm.nih.gov/pubmed/|https://paperity.org/rss/?q=journal_pid:58903|1738-1088, 2093-4327|Korean College of Neuropsychopharmacology|-
Clinical Research in Cardiology|https://link.springer.com/journal/392|https://paperity.org/rss/?q=journal_pid:217818|1861-0692|Springer Berlin Heidelberg|Clinical Research in Cardiology, Cardiology
Clinical Research in Cardiology Supplements|https://link.springer.com/journal/11789|https://paperity.org/rss/?q=journal_pid:165333|1861-0706|Springer Berlin Heidelberg|Clinical Research in Cardiology Supplements, Cardiology, Internal Medicine, Angiology, Cardiac Surgery, Diagnostic Radiology
Clinical Research in Practice: The Journal of Team Hippocrates|http://digitalcommons.wayne.edu/crp/|https://paperity.org/rss/?q=journal_pid:233734|2379-4550|Wayne State University|-
Clinical Reviews in Allergy & Immunology|https://link.springer.com/journal/12016|https://paperity.org/rss/?q=journal_pid:160579|1559-0267|Springer US|Clinical Reviews in Allergy & Immunology, Allergology, Immunology, Internal Medicine
Clinical Reviews in Bone and Mineral Metabolism|https://link.springer.com/journal/12018|https://paperity.org/rss/?q=journal_pid:233422|1559-0119|Springer US|Clinical Reviews in Bone and Mineral Metabolism, Endocrinology, Orthopedics, Rheumatology, Gynecology, Internal Medicine
Clinical Rheumatology|https://link.springer.com/journal/10067|https://paperity.org/rss/?q=journal_pid:225353|1434-9949|Springer London|Clinical Rheumatology, Rheumatology
Clinical Sarcoma Research|https://clinicalsarcomaresearch.biomedcentral.com|https://paperity.org/rss/?q=journal_pid:140422|2045-3329|-|Clinical Sarcoma Research, Cancer Research, Oncology, Surgical Oncology
Clinical Social Work Journal|https://link.springer.com/journal/10615|https://paperity.org/rss/?q=journal_pid:221452|1573-3343|Springer US|Clinical Social Work Journal, Clinical Psychology, Personality and Social Psychology
Clinical Sociology Review|http://digitalcommons.wayne.edu/csr/|https://paperity.org/rss/?q=journal_pid:135810|-|Wayne State University|-
Clinical, Cosmetic and Investigational Dentistry|http://www.dovepress.com/clinical-cosmetic-and-investigational-dentistry-journal|https://paperity.org/rss/?q=journal_pid:259328|1179-1357|Dove Medical Press|cosmetic dentistry;orthodontics
Clinical, Cosmetic and Investigational Dermatology|http://www.dovepress.com/clinical-cosmetic-and-investigational-dermatology-journal|https://paperity.org/rss/?q=journal_pid:25937|1178-7015|Dove Medical Press|skin disease;dermatology;skin care;aging;cosmetic treatment
ClinicoEconomics and Outcomes Research|http://www.dovepress.com/clinicoeconomics-and-outcomes-research-journal|https://paperity.org/rss/?q=journal_pid:54690|1178-6981|Dove Medical Press|health technology assessment;pharmacoeconomics;health systems;health policy
Clinics|http://www.scielo.br/scielo.php?script=sci_serial&pid=1807-5932&lng=en&nrm=iso|https://paperity.org/rss/?q=journal_pid:98409|1807-5932, 1980-5322|Faculdade de Medicina / USP|health sciences
Clinics and Practice|http://www.clinicsandpractice.org|https://paperity.org/rss/?q=journal_pid:1397|2039-7283, 2039-7275|PAGEPress Publications|case reports;clinical medicine;medicine/patients relationship
Clinics in Colon and Rectal Surgery|https://www.ncbi.nlm.nih.gov/pubmed/|https://paperity.org/rss/?q=journal_pid:219503|1531-0043, 1530-9681|Thieme Medical Publishers|-
CLIO América|http://revistaclioamerica.unimagdalena.edu.co/|https://paperity.org/rss/?q=journal_pid:159365|2389-7848, 1909-941X|Universidad del Magdalena|business administration;economics;financial economics
Clio: Revista de Pesquisa Histórica|https://periodicos.ufpe.br/revistas/revistaclio/index|https://paperity.org/rss/?q=journal_pid:259307|2525-5649|Universidade Federal de Pernambuco|history;culture and memory
Cliodynamics|https://escholarship.org/uc/irows_cliodynamics|https://paperity.org/rss/?q=journal_pid:121267|2373-7530|eScholarship Publishing, University of California|history;cliodynamics;economics;sociology;cultural evolution
Cliometrica|https://link.springer.com/journal/11698|https://paperity.org/rss/?q=journal_pid:209534|1863-2513|Springer Berlin Heidelberg|Cliometrica, Economic Theory/Quantitative Economics/Mathematical Methods, History, general, Econometrics, History of Economic Thought/Methodology, Statistics for Business, Management, Economics, Finance, Insurance
Clivajes: Revista de Ciencias Sociales|http://clivajes.uv.mx/index.php/Clivajes|https://paperity.org/rss/?q=journal_pid:67017|2395-9495|Universidad Veracruzana|social sciences;politics;human rights;migration;gender;social security
Cloning and Stem Cells|https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=Cloning%20and%20Stem%20Cells%5Bjour%5D&RetMax=9999&retmode=xml|https://paperity.org/rss/?q=journal_pid:145162|1536-2302, 1557-7457|Mary Ann Liebert, Inc.|-
Closing the Gender Gap: Advancing Leadership and Organizations|http://docs.lib.purdue.edu/cgg/|https://paperity.org/rss/?q=journal_pid:343|-|Purdue University|-
Clotho|https://revije.ff.uni-lj.si/clotho|https://paperity.org/rss/?q=journal_pid:426839|2670-6210, 2670-6229|Ljubljana University Press|-
Clujul Medical|https://www.ncbi.nlm.nih.gov/pubmed/|https://paperity.org/rss/?q=journal_pid:173915|1222-2119, 2066-8872|Universty of Medicine and Pharmacy of Cluj-Napoca, Romania|-
Cluster Computing|https://link.springer.com/journal/10586|https://paperity.org/rss/?q=journal_pid:245288|1573-7543|Springer US|Cluster Computing, Processor Architectures, Operating Systems, Computer Communication Networks
CM. Communication and Media|https://scindeks.ceon.rs/journalDetails.aspx?issn=2466-541X|https://paperity.org/rss/?q=journal_pid:487393|2466-5452, 2466-541X|Communication Direction Institute, Novi Sad & University of Belgrade - Faculty of Political Sciences, Belgrade|media studies;communication management;public relations;communication theory
CMAJ Open|https://www.ncbi.nlm.nih.gov/pubmed/|https://paperity.org/rss/?q=journal_pid:61698|2291-0026|Canadian Medical Association|-
CME|https://link.springer.com/journal/11298|https://paperity.org/rss/?q=journal_pid:85267|-|Springer Medizin|CME, General Practice / Family Medicine, Internal Medicine, Primary Care Medicine, Cardiology, Gastroenterology, Diabetes
CMES (Center of Middle Eastern Studies)|https://jurnal.uns.ac.id/cmes/|https://paperity.org/rss/?q=journal_pid:453033|2502-1044, 2085-563X|Universitas Sebelas Maret|social;political;cultural;literary;language fields
CNJ: Caring Nursing Journal|https://journal.umbjm.ac.id/index.php/caring-nursing|https://paperity.org/rss/?q=journal_pid:460301|2580-0078|Universitas Muhammadiyah Banjarmasin|adult nursing;emergency nursing;gerontological nursing;community nursing;mental health nursing;pediatric nursing
CNS Drugs|https://link.springer.com/journal/40263|https://paperity.org/rss/?q=journal_pid:219902|1179-1934|Springer International Publishing|CNS Drugs, Neurology, Psychopharmacology, Pharmacotherapy, Neurosciences, Psychiatry
CNS Neuroscience & Therapeutics|https://www.ncbi.nlm.nih.gov/pubmed/|https://paperity.org/rss/?q=journal_pid:94463|1755-5930, 1755-5949|Wiley-Blackwell|-
Co-herencia|http://www.scielo.org.co/scielo.php?script=sci_serial&pid=1794-5887&lng=en|https://paperity.org/rss/?q=journal_pid:88308|1794-5887|-|-
"Coaching | Theorie & Praxis"|http://www.springer.com/40896|https://paperity.org/rss/?q=journal_pid:114821|2364-5148|Springer Fachmedien Wiesbaden|"Coaching | Theorie & Praxis, Consulting, Supervision and Coaching, Industrial and Organizational Psychology"
Coaching Psykologi: The Danish Journal of Coaching Psychology|https://journals.aau.dk/index.php/CP/index|https://paperity.org/rss/?q=journal_pid:512089|2244-9698|Aalborg Universitet|coaching;psychology
The Coastal Review: An Online Peer-reviewed Journal|http://digitalcommons.georgiasouthern.edu/thecoastalreview|https://paperity.org/rss/?q=journal_pid:236886|1930-2797|Georgia Southern University|-
Coatings|http://www.mdpi.com/journal/coatings|https://paperity.org/rss/?q=journal_pid:457038|2079-6412|MDPI AG|coatings
The Cochrane Database of Systematic Reviews|https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?db=pubmed&term=The%20Cochrane%20Database%20of%20Systematic%20Reviews%5Bjour%5D&RetMax=9999&retmode=xml|https://paperity.org/rss/?q=journal_pid:202668|1469-493X|Wiley|-
Çocuk Edebiyat ve Dil Eğitimi Dergisi|https://dergipark.org.tr/en/pub/ceded|https://paperity.org/rss/?q=journal_pid:51153|2667-5528|-|-
Çocuk ve Gelişim Dergisi|https://dergipark.org.tr/en/pub/cg|https://paperity.org/rss/?q=journal_pid:18239|2636-8935|-|-
Çocuk, Edebiyat ve Dil Eğitimi Dergisi|http://dergipark.gov.tr/ceded|https://paperity.org/rss/?q=journal_pid:157569|-|-|-
CoDAS|http://www.codas.org.br/|https://paperity.org/rss/?q=journal_pid:127162|2317-1782|Sociedade Brasileira de Fonoaudiologia|language;speech;communication sciences;audiology;voice
CODEE Journal|http://scholarship.claremont.edu/codee/|https://paperity.org/rss/?q=journal_pid:29096|2160-5211|Claremont Colleges|-
Codex: Revista de Estudos Clássicos|https://revistas.ufrj.br/index.php/CODEX/index|https://paperity.org/rss/?q=journal_pid:8762|2176-1779|Universidade Federal do Rio de Janeiro|classical studies;ancient history;ancient philosophy
Codrul Cosminului|http://atlas.usv.ro/www/codru_net/|https://paperity.org/rss/?q=journal_pid:325777|2067-5860, 1224-032X|Stefan cel Mare University of Suceava|regional history;archaeology;museology;history of international relations
Coffee and Cocoa Research Journal|http://www.ccrjournal.com|https://paperity.org/rss/?q=journal_pid:122120|2406-9574, 0215-0212|Indonesian Coffee and Cocoa Research Institute|coffee;cocoa;agriculture;soil;post harvest
Cofin Habana|http://scielo.sld.cu/scielo.php?script=sci_serial&pid=2073-6061&lng=en|https://paperity.org/rss/?q=journal_pid:110327|2073-6061|-|-
Cogitare Enfermagem|http://www.saude.ufpr.br/portal/revistacogitare/|https://paperity.org/rss/?q=journal_pid:352713|2176-9133, 1414-8536|Universidade Federal do Paraná|health;mental health;diseases;nursing
Cogito Smart Journal|http://cogito.unklab.ac.id/index.php/cogito|https://paperity.org/rss/?q=journal_pid:394563|2477-8079, 2541-2221|Universitas Klabat |information systems;informatics;data mining;computer vision;software engineering;decision support systems
Cognition, Technology & Work|https://link.springer.com/journal/10111|https://paperity.org/rss/?q=journal_pid:37016|1435-5566|Springer London|Cognition, Technology & Work, User Interfaces and Human Computer Interaction, Industrial and Organizational Psychology, Cognitive Psychology, Automotive Engineering, Aerospace Technology and Astronautics, Medicine/Public Health, general
Cognitive Computation|https://link.springer.com/journal/12559|https://paperity.org/rss/?q=journal_pid:156730|1866-9964|Springer US|Cognitive Computation, Artificial Intelligence, Computation by Abstract Devices, Artificial Intelligence, Computational Biology/Bioinformatics
